번호,id,case_number,case_name,court_name,judgment_date,case_type,judgment_type,instance,disposition,summary,holding,statutes,precedents,keywords,full_text,legal_category,legal_category_ko,legal_categories_all
622,CASE_2023_00622,"2023다201218, 201225",보증금반환·건물인도,대법원,2023-05-18,민사,판결,상고심,파기환송,"주택의 소유자는 아니지만 적법한 임대권한을 가진 임대인과 임대차계약을 체결한 경우, 주택임대차보호법이 적용되는지 여부 (적극) 및 매매계약의 이행으로 매매목적물을 인도받은 매수인으로부터 매매계약이 해제되기 전에 매매목적물인 주택을 임차하여 주택임대차보호법 제3조 제1항 에 따른 대항요건을 갖춘 임차인은 매매계약의 해제에도 불구하고 자신의 임차권을 새로운 소유자에게 대항할 수 있는지 여부 (적극)","상고이유를 판단한다. 1. 주택임대차보호법이 적용되는 임대차에 반드시 임차인과 주택의 소유자인 임대인 사이에 임대차계약이 체결된 경우로 한정된다고 할 수는 없고, 주택의 소유자는 아니지만 주택에 관하여 적법하게 임대차계약을 체결할 수 있는 권한을 가진 임대인과 사이에 임대차계약이 체결된 경우도 포함된다 ( 대법원 1995. 10. 12. 선고 95다22283 판결 등 참조). 매매계약의 이행으로 매매목적물을 인도받은 매수인은 그 물건을 사용·수익할 수 있는 지위에서 타인에게 적법하게 임대할 수 있다 (대법","민법 제548조 제1항 , 주택임대차보호법 제3조 제1항 , 제4항","대법원 1971. 3. 31. 선고 71다309, 310 판결(집19-1, 민300), 대법원 1995. 10. 12. 선고 95다22283 판결 (공1995하, 3733), 대법원 2003. 8. 22. 선고 2003다12717 판결 (공2003하, 1921), 대법원 2008. 4. 10. 선고 2007다38908, 38915 판결 (공2008하, 1107), 대법원 2009. 1. 30. 선고 2008다65617 판결","주택, 토지, 건물, 다세대, 임대차, 보증금, 임차권, 임대인, 임차인, 주택임대차, 임대차계약, 매매",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=239743,civil_lease_definition,민법 제618조 임대차의 의의,civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
623,CASE_2007_00623,2005도9922,국토의계획및이용에관한법률위반·부동산등기특별조치법위반(예비적죄명:공정증서원본불실기재),대법원,2007-11-30,형사,판결,상고심,파기환송,"[1] 부동산등기 특별조치법 제8조 제2호 , 제6조 위반죄가 성립하기 위하여 당해 부동산소유권이전계약이 유효하여야 하는지 여부 (적극) [2] 토지거래 허가구역 안의 토지에 관한 매매계약이 처음부터 토지거래허가를 잠탈할 목적으로 체결된 경우, 부동산등기 특별조치법 제8조 제2호 , 제6조 위반죄가 성립하지 않는다고 한 사례 [3] 토지거래 허가구역 안의 토지에 관하여 실제로는 매매계약을 체결하고서도 처음부터 토지거래허가를 잠탈하려는 목적으로 등기원인을 ‘증여’로 하여 소유권이전등기를 경료한 경우, 공정증서원본불실기재죄에 해당한다고 한 사례","[1] 부동산등기 특별조치법 제8조 제2호 는 같은 법 제6조 의 규정에 위반한 때를 처벌한다고 규정하고 있고, 같은 법 제6조 는 같은 법 제2조 의 규정에 의하여 소유권이전등기를 신청하여야 할 자가 그 등기를 신청함에 있어서 등기신청서에 등기원인을 허위로 기재하여 신청하여서는 아니 된다고 규정하여, 그 범죄 주체를 ‘ 제2조 에 의하여 등기를 신청하여야 할 자’로 제한하고 있으며, 같은 법 제2조 제1항 은 부동산의 소유권 이전을 내용으로 하는 계약을 체결한 자는 일정 기간 이내에 소유권이전등기를 신청하여야 하되, 그 계약이 취소·해제되거나 무효인 경우에는 그러하지 아니하다고 규정하고 있는바, 위 각 규정을 종합해 보면 같은 법 제8조 제2호 , 제6조 위반죄가 성립하...","[1] 부동산등기 특별조치법 제2조 , 제6조 , 제8조 제2호 [2] 부동산등기 특별조치법 제6조 , 제8조 제2호 , 국토의 계획 및 이용에 관한 법률 제118조 [3] 형법 제228조 제1항 , 국토의 계획 및 이용에 관한 법률 제118조","[1][2] 대법원 2006. 3. 24. 선고 2005도10033 판결 / [1] 대법원 2005. 12. 22. 선고 2005도6557 판결 (공2006상, 199)","부동산, 토지, 매매, 매수, 매도, 매매계약, 소유권이전, 토지거래허가, 등기, 부동산등기특별조치법, 공정증서원본불실기재, 허위",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=85435,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
624,CASE_2015_00624,2014나6341,임대차보증금,대구지방법원,2015-11-04,민사,판결,2심,항소기각,"일) 【제1심판결】 대구지방법원 김천지원 2014. 3. 19. 선고 2013가단6274 판결 【변론종결】 2015. 8. 26. 【주 문】 1. 원고의 항소를 기각한다. 2. 당심에서 추가된 원고의 예비적 청구에 따라, 피고는 원고에게 115,500,000원 및 이에 대하여 2014. 11. 13.부터 다 갚는 날까지 연 20%의 비율로 계산한 돈을 지급하라. 3. 당심 소송비용은 피고가 부담한다. 4. 제2항은 가집행할 수 있다. 【청구취지 및 항소취지】 제1심 판결을 취소한다. 주위적으로, 피고는 원고에게 150,000,000원 및 그 중 50,000,000원에","등을 통한 금전거래가 있었고, 위 기간 동안 피고는 ① 2006. 12. 16. 구미시 (주소 1 생략) 건물 중 피고 지분을 원고에게 1억 6,500만 원에 매도하고 그 대금을 완납 받았다는 내용의 부동산매매계약서를 작성하여 원고에게 교부해 주었고, ② 2009. 12. 30. 원고의 딸인 소외 1에게 피고 명의의 모든 재산을 유증한다는 내용의 유언공정증서를 작성해 주었으며, ③ 2010. 12. 3. 3억 원의 차용증서를 작성하여 원고에게 교부해 주었고, ④ 2011. 6. 25. 피고 명의의 김천시 (주소 2 생략) 토지 및 그 지상 축사에 채권최고액 3억 원, 채무자 피고, 근저당권자 원고로 하는 2순위 근저당권을 설정해 주었다",원문 참조,없음,"부동산, 주택, 아파트, 상가, 토지, 건물, 임대차, 전세, 보증금, 임대인, 전세권, 임대차계약",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=206243,civil_lease_definition,민법 제618조 임대차의 의의,civil_lease_definition|민법 제618조 임대차의 의의
625,CASE_2008_00625,2007다54979,소유권말소등기,대법원,2008-10-23,민사,판결,상고심,파기환송,"[1] 일방 당사자의 계약위반을 이유로 상대방이 계약을 해제한 경우, 계약을 위반한 당사자도 계약해제의 효과를 주장할 수 있는지 여부 (적극) [2] 쌍무계약에서 일방 당사자가 자신의 채무를 이행할 의사가 없음을 명백히 표시한 경우 상대방이 자신의 채무의 이행제공이나 최고 없이 계약을 해제할 수 있는지 여부 (적극)","2002다6753 판결 등 참조). 원심판결 이유에 의하면, 원심은 그 채택 증거를 종합하여, 원고들은 1997. 11. 19. 이 사건 부동산을 소외 1에게 매도하였고, 피고가 대표이사로 있는 소외 2 주식회사는 1998. 3. 30. 소외 1로부터 위 계약상의 매수인 지위를 양수한 다음 1998. 5. 18. 원고들과 사이에 이 사건 부동산을 592,900,000원에 매수하는 이 사건 계약을 체결한 사실, 이 사건 계약은 소외 2 주식회사가 이 사건 부동산에 임대아파트를 신축할 목적으로 체결한 것으로서, 계약금을 제외한 잔금 전액을 관할 관청으로부터 신축허가를 받은 날로부터 6개월 이내에 지급하되 소외 2 주식회사의 소유권이전등기청","[1] 민법 제2조 , 제545조 , 제548조 [2] 민법 제2조 , 제544조","[1] 대법원 2001. 6. 29. 선고 2001다21441, 21458 판결 (공2001하, 1735) / [2] 대법원 1993. 6. 25. 선고 93다11821 판결 (공1993하, 2111), 대법원 2005. 8. 19. 선고 2004다53173 판결 (공2005하, 1498), 대법원 2007. 9. 20. 선고 2005다63337 판결 (공2007하, 1626)","부동산, 주택, 아파트, 토지, 농지, 매매, 매수, 매도, 계약금, 잔금, 소유권이전, 등기",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=124954,civil_sale_effect,민법 제568조 매매의 효력,civil_nonperformance_damages|민법 제390조 채무불이행 손해배상; civil_sale_effect|민법 제568조 매매의 효력
626,CASE_2012_00626,2011나9075,진정명의회복을위한소유권이전등기등,부산고법,2012-09-04,민사,판결,2심,항소기각,"甲 장학회를 설립한 乙이 5·16 군사쿠데타 직후에 수립된 군사혁명정부의 강압에 의하여 장학회의 기본재산 조성을 위하여 매수한 토지를 국가에 헌납한 사안에서, 민법 제146조 에서 정한 취소권의 제척기간 경과로 증여계약이 확정적으로 유효하게 되었다고 한 사례","甲 장학회를 설립한 乙이 5·16 군사쿠데타 직후에 수립된 군사혁명정부의 강압에 의하여 장학회의 기본재산을 조성하기 위하여 매수한 토지를 국가에 헌납한 사안에서, 乙의 위와 같은 증여 의사표시는 강박에 의하여 이루어진 것으로 볼 수 있으므로 乙과 상속인들은 이를 이유로 증여 의사표시를 취소할 수 있으나, 乙과 국가 사이의 위 토지에 관한 증여계약은 乙이나 상속인들이 민법 제146조 에서 정한 제척기간이 경과하도록 취소하지 아니하여 확정적으로 유효하게 되었으므로, 국가 명의의 위 토지에 관한 소유권이전등기는 실체관계에 부합하는 등기로서 유효하다고 한 사례.","민법 제110조 , 제144조 , 제146조",없음,"토지, 매수, 소유권이전, 등기, 명의신탁, 명의수탁, 강박, 기각, 반환, 취소",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=166433,civil_fraud_duress,민법 제110조 사기·강박에 의한 의사표시,civil_fraud_duress|민법 제110조 사기·강박에 의한 의사표시; civil_sale_effect|민법 제568조 매매의 효력
627,CASE_2007_00627,2007도2714,사문서위조·위조사문서행사·공정증서원본불실기재·불실기재공정증서원본행사,대법원,2007-06-28,형사,판결,상고심,상고기각,"사문서위조나 공정증서원본불실기재가 성립한 후 피해자의 동의 또는 추인이 있는 경우, 이미 성립한 범죄에 영향이 있는지 여부 (소극)","심판결 이유에 의하면, 원심은 그 채용증거들에 의하여 그 판시와 같은 사실을 인정한 다음, 피고인이 이 사건 건물 중 1세대분에 대한 공소외인의 지분에 관하여만 소유권이전등기절차 등에 필요한 권한을 위임받았음에도 불구하고 공소외인의 승낙 없이 이 사건 건물 4세대 전체에 대한 공소외인 지분에 관한 매매계약서 및 위임장을 각 위조한 다음 그와 같은 내용의 등기를 경료하게 하였다는 공소사실을 충분히 인정할 수 있다고 판단하여 유죄를 인정한 제1심판결을 유지하였는바, 관련 증거들을 기록과 대조하여 살펴보면 위와 같은 원심의 사실인정과 판단은 정당하다. 원심판결에는 상고이유에서 주장하는 바와 같은 심리미진 또는 채증법칙 위배로 인한 위법이 없으","형법 제228조 , 제231조","대법원 1998. 4. 14. 선고 98도16 판결 (공1998상, 1419), 대법원 1999. 5. 14. 선고 99도202 판결 (공1999상, 1215), 대법원 2001. 11. 9. 선고 2001도3959 판결 (공2002상, 108)","부동산, 건물, 매매, 매매계약, 소유권이전, 등기, 공정증서원본불실기재, 사기, 위조, 기각, 불실기재, 권리관계",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=68800,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
628,CASE_1997_00628,96다48282,건물소유권이전등기,대법원,1997-06-13,민사,판결,상고심,파기환송,[1] 이사회가 일반적·구체적으로 대표이사에게 위임하지 않은 업무로서 일상 업무에 속하지 아니한 중요한 업무에 대하여 이사회에게 그 의사결정권한이 있는지 여부 (적극) [2] 대표이사가 이사회의 결의를 요하는 대외적 거래행위에 관하여 적법한 이사회 결의 없이 한 행위의 효력,"[1] 법률 또는 정관 등의 규정에 의하여 주주총회 또는 이사회의 결의를 필요로 하는 것으로 되어 있지 아니한 업무 중 이사회가 일반적·구체적으로 대표이사에게 위임하지 않은 업무로서 일상 업무에 속하지 아니한 중요한 업무에 대하여는 이사회에게 그 의사결정권한이 있다. [2] 약정 내용이 정관 등에 의하여 또는 대표이사의 일상 업무에 속하지 아니한 중요한 업무에 해당하여 이사회의 결의를 거쳐야 할 사항인데 대표이사가 이를 거치지 아니하고 그와 같은 약정을 한 경우, 약정 당시 약정의 상대방이 이사회의 결의가 없었음을 알았거나 알 수 있었다면 그 약정은 회사에 대하여 효력이 없다.","[1] 상법 제393조 제1항 [2] 상법 제209조 , 제389조 제3항 , 제393조","[1] 대법원 1997. 6. 13. 선고 96다48039 판결 / [2] 대법원 1993. 6. 25. 선고 93다13391 판결(공1993하, 2117) , 대법원 1996. 1. 26. 선고 94다42754 판결(공1996상, 722)","부동산, 오피스텔, 임야, 건물, 매매, 매수, 매도, 매매계약, 소유권이전, 분양, 분양대금, 분양계약",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=197006,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
629,CASE_2020_00629,2018나2048756,소유권이전등기 등,서울고등법원,2020-02-06,민사,판결,2심,항소기각,1. 피고의 항소를 기각한다. 2. 항소비용은 피고가 부담한다. 3. 제1심 판결의 주문 제1의 가,"유 기재와 같으므로, 민사소송법 제420조 본문 에 의하여 이를 그대로 인용한다(이하에서 사용하는 약어의 의미는 제1심 판결에서와 같다). ○ 제4쪽 제7행의 “취소청구”를 “무효확인 청구”로, 각주 1)의 “취소를”을 “무효확인을”으로 각 고쳐 쓴다. ○ 제5쪽 제8행의 “2016. 11. 21.”을 “2016. 11. 22.”로 고쳐 쓴다. ○ 제5쪽 제12행의 “전부 개정되기 전의 것”을 “전부 개정되기 전의 것, 이하 ‘구 도시정비법’이라 한다”로 고쳐 쓴다. ○ 제5쪽 제16~18행을 다음과 같이 고쳐 쓴다. 『2016. 11. 21.을 기준으로 이 사건 재건축사업으로 인하여 발생할 것으로 예상되는 개발이익을 포함한 이 사건 각",원문 참조,없음,"부동산, 주택, 아파트, 상가, 토지, 건물, 매매, 매도, 매매계약, 매매대금, 소유권이전, 분양",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=214661,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
630,CASE_2015_00630,2012가합3779,소유권이전등기등,수원지방법원 평택지원,2015-06-03,민사,판결,1심,"1. 가. 피고 2는 원고 2에게 별지 부동산목록 제2항 기재 아파트에 관하여, ⑴ 68,765,782원을 분양대금으로 정한...","소송대리인 법무법인 지평 담당변호사 박보영 외 2인) 【변론종결】 2015. 4. 8. 【주 문】 1. 가. 피고 2는 원고 2에게 별지 부동산목록 제2항 기재 아파트에 관하여, ⑴ 68,765,782원을 분양대금으로 정한 원고 2의 매수청약의 의사표시에 대하여 승낙의 의사표시를 하고, ⑵ 원고 2로부터 68,765,782원을 지급받음과 동시에 이 판결 확정일자 매매를 원인으로 소유권이전등기절차를 이행하라. 나. 피고 7은 원고 7로부터 71,263,791원을 지급받음과 동시에 원고 7에게 별지 부동산목록 제7항 기재 아파트에 관하여 2010. 1. 21.자 합의를",". 가. 피고 주식회사 반석주택(이하 ‘피고 반석주택’이라 한다)은 2002. 3. 21. 홍익종합개발 주식회사로부터 안성시 (주소 생략) 임야 23,720㎡를 매수하여, 임대사업자로서 위 토지 지상에 공공건설 임대주택인 14~15층의 4개동 474세대[공급면적이 88.233㎡(27평형)인 174세대, 98.415㎡(30A평형)인 270세대, 98.473㎡(30B평형)인 30세대로 구성되어 있는데, 이하 각 ‘27평형, 30A평형, 30B평형’이라 한다] 규모의 □□□□□□ 임대아파트(이하 ‘이 사건 임대사업아파트’라 한다)를 건축하였다. 나. 피고 반석주택은 2002. 6. 17. 피고 안성시로부터 입주자모집 공고 승인을 받고 이 사건",원문 참조,없음,"부동산, 주택, 아파트, 토지, 임야, 임대목적물, 임대차, 임차인, 임대차계약, 매매, 매수, 매도",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=218431,civil_lease_definition,민법 제618조 임대차의 의의,civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
631,CASE_2019_00631,2017두49560,증여세부과처분취소,대법원,2019-05-30,행정,판결,상고심,파기환송,"[1] 구 상속세 및 증여세법 제40조 제1항 에서 정한 ‘인수인’의 의미 및 단순한 투자 목적으로 전환사채 등을 취득하는 자가 이에 해당하는지 여부 (원칙적 소극) [2] 甲 주식회사가 乙 주식회사가 발행한 신주인수권부사채를 모두 취득하여 위 사채에서 분리된 신주인수권을 乙 회사의 최대주주인 丙에게 양도하였고, 이후 丙이 신주인수권을 행사하여 乙 회사의 주식을 교부받았는데, 과세관청이 丙이 신주인수권을 행사하여 이익을 얻었다고 보아 丙에게 증여세를 결정·고지한 사안에서, 제반 사정에 비추어 甲 회사는 구 상속세 및 증여세법 제40조 제1항 에서 정하고 있는 인수인에...","[1] 구 상속세 및 증여세법(2011. 12. 31. 법률 제11130호로 개정되기 전의 것, 이하 ‘구 상증세법’이라 한다) 제40조 제1항 은 “전환사채, 신주인수권부사채(신주인수권증권이 분리된 경우에는 신주인수권증권을 말한다) 또는 그 밖의 주식으로 전환·교환하거나, 주식을 인수할 수 있는 권리가 부여된 사채(이하 ‘전환사채 등’이라 한다)를 인수·취득·양도하거나, 전환사채 등에 의하여 주식으로의 전환·교환 또는 주식의 인수를 함으로써 다음 각호의 어느 하나에 해당하는 이익을 얻은 경우에는 그 이익에 상당하는 금액을 그 이익을 얻은 자의 증여재산가액으로 한다.”라고 정하면서, 제1호 (나)목 과 제2호 (나)목 에서 ‘전환사채 등을 발행한 법인의 최대주주나 그와 특...","[1] 구 상속세 및 증여세법(2011. 12. 31. 법률 제11130호로 개정되기 전의 것) 제40조 제1항 제1호 (나)목 , 제2호 (나)목 , 구 자본시장과 금융투자업에 관한 법률(2013. 5. 28. 법률 제11845호로 개정되기 전의 것) 제9조 제7항 , 제8항 , 제9항 , 제11항 제1호 (현행 제9조 제11항 참조), 제12항 [2] 구 상속세 및 증여세법(2011. 12. 31. 법률 제11130호로 개정되기 전의 것) 제40조 제1항 , 구 자본시장과 금융투자업에 관한 법...",없음,"매수, 매도, 횡령, 배임, 기각, 파기, 취소",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=207537,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
632,CASE_2013_00632,2011나82454,분양대금반환,서울고등법원,2013-05-30,민사,판결,2심,일부인용,"1. 당심에서 확장 및 추가된 원고들의 청구를 포함하여 제1심판결 중 원고들에 대한 부분을 다음과 같이 변경한다. 가. 원고들의 주위적 청구를 모두 기각한다. 나. 원고들의 제1 예비적 청구에 기하여, 원고들에게, 1) 피고 주식회사 리얼스페이스는 별지1 “분양계약 내역표”의 “납부한 분양대금”란 기재 각 금원 및 이에 대하여 같은 표의 “최종납입일”란 기재 각 일자부터 다 갚는 날까지 연 6%의 비율에 의한 금원을 지급하고, 2) 피고 케이비부동산신탁 주식회사는 원고들로부터 별지2 “등기현황표”의 “목적 부동산”란 기재 각 부동산에 관하여 수원지방법원","주식회사 리얼스페이스(이하 ‘피고 리얼스페이스’라고 한다)는 용인시 수지구 (주소 생략) 소재의 ○○○○○○○센터(이하 ‘이 사건 상가’라고 한다)를 건축하여 분양한 시행사이고, 피고 케이비부동산신탁 주식회사(이하 ‘피고 케이비신탁’이라고 한다)는 피고 리얼스페이스로부터 이 사건 상가의 부지인 용인시 수지구 (주소 생략) 주차장 5,582.10㎡(이하 ‘이 사건 상가 부지’라고 한다)를 신탁받은 수탁자이다. 나. 피고 리얼스페이스와 피고 케이비신탁은 2008. 12. 17. 이 사건 상가 부지에 관하여 다음과 같은 내용의 대리사무계약 및 분양관리 신탁계약을 각 체결하였다. 그 주요내용은 다음과 같다. [대리사무계약] 제3조 (역할 및",원문 참조,없음,"부동산, 상가, 건물, 매수, 매도, 소유권이전, 소유권보존, 대금반환, 공유지분, 분양, 분양대금, 분양계약",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=193314,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
633,CASE_2008_00633,2008도3766,특정경제범죄가중처벌등에관한법률위반(배임)·배임미수,대법원,2008-07-10,형사,판결,상고심,상고기각,"매도인이 부동산을 제3자에게 이중매매하고 소유권이전청구권 보전을 위한 가등기를 마쳐 준 경우, 배임죄를 구성하는지 여부 (적극)","상고이유를 본다. 1. 배임죄에 있어서 재산상 손해를 가한 때라 함은 현실적인 손해를 가한 경우뿐 아니라 재산상 손해발생의 위험을 초래한 경우도 포함하는바, 부동산의 매도인으로서 매수인에 대하여 그 앞으로의 소유권이전등기절차에 협력할 의무 있는 자가 그 임무에 위배하여 같은 부동산을 매수인 이외의 제3자에게 이중으로 매도하고 제3자 앞으로 소유권이전청구권 보전을 위한 가등기를 마쳐 주었다면, 이는 매수인에게 손해발생의 위험을 초래하는 행위로서 배임죄를 구성한다( 대법원 1983. 6. 14. 선고 81",형법 제355조 제2항,"대법원 1988. 12. 13. 선고 88도750 판결 (공1989, 125)","부동산, 임야, 매매, 매수, 매도, 계약금, 잔금, 소유권이전, 등기, 가등기, 배임, 기각",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=64930,aggravated_economic_crime,특정경제범죄 가중처벌 등에 관한 법률 제3조,aggravated_economic_crime|특정경제범죄 가중처벌 등에 관한 법률 제3조; embezzlement_breach_of_trust|형법 제355조·제356조 횡령·배임; civil_sale_effect|민법 제568조 매매의 효력
634,CASE_2024_00634,2023가단5029570,소유권말소등기,서울중앙지방법원,2024-05-08,민사,판결,1심,1. 이 사건 소의 주위적 청구 중 채권자대위청구 부분을 각하한다. 2. 원고의 나머지 주위적 청구 및 예비적 청구를 각 기각...,"결】 2024. 3. 27. 【주 문】 1. 이 사건 소의 주위적 청구 중 채권자대위청구 부분을 각하한다. 2. 원고의 나머지 주위적 청구 및 예비적 청구를 각 기각한다. 3. 소송비용은 원고가 부담한다. 【청구취지】 주위적으로, 피고 2는 피고 1에게 별지 목록 기재 부동산(이하 ‘이 사건 아파트’라 한다)에 관하여 서울중앙지방법원 등기국 1996. 10. 24. 접수 제39786호로 마친 소유권이전등기의, 같은 등기국 2022. 4. 4. 접수 제50487호로 마친 소유권이전등기의 각 말소등기절차를 이행하고, 이 사건 아파트가 원고의 소유임을 확인한다. 예비적으로","이라 한다)의 누나이고, 피고 2는 망인의 배우자이다. ○ 피고 1은 1993. 6. 3. 소외 롯데건설 주식회사(이하 ‘소외 회사’라 한다)와 사이에 이 사건 아파트에 관하여 대금 354,000,000원의 분양계약을 체결하였다. ○ 원고는 1993. 12. 16. 망인 명의를 빌려 피고 1로부터 이 사건 아파트에 관한 분양권을 대금 107,200,000원(= 피고 1이 기납부한 분양대금 106,200,000원 + 프리미엄 1,000,000원)에 매수하고(이하 ‘이 사건 매매계약’이라 한다), 1993. 12. 23. 소외 회사의 승인을 받아 위 분양계약상 수분양자 지위를 포괄적으로 승계하였다. ○ 소외 회사는 1996. 8. 26. 이",원문 참조,없음,"부동산, 아파트, 임대차, 임차인, 임대차계약, 매매, 매수, 매도, 매매계약, 소유권이전, 소유권보존, 분양",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=608247,civil_lease_definition,민법 제618조 임대차의 의의,civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
635,CASE_1992_00635,92노4682,폭력행위등처벌에관한법률위반등,서울형사지법,1992-10-27,형사,판결,2심,무죄,사실혼관계에 있는 여자 명의로 되어 있는 부동산에 관하여 명의신탁해지를 원인으로 하는 소유권이전등기청구의 소를 제기한 경우 명의신탁사실이 인정되지 않지만 피고인이 그 재산형성에 어느 정도 기여하였다고 보이는 점 등을 고려하여 볼 때 소송사기의 범의를 인정하기 어렵다고 한 사례,"와 같이 그 판시의 피해자를 상대로 소송을 제기한 것은 피고인이 사실을 다소 잘못 인식하였거나 법률적 평가를 그르침에 기인한 것이었을 뿐 그 판시와 같이 법원을 기망하여 위 피해자의 부동산을 편취하려는 범의를 가지고 있었던 것은 아니었고, 또한 피고인은 원심 판시와 같이 공소외인 등과 공동하여 위 피해자등에게 상해를 입힌 사실이 전혀 없었음에도 불구하고 원심은 피고인이 각 그 판시의 범죄를 저질렀다고 사실을 그릇 인정하거나 사기죄의 법리를 오해한 나머지 피고인에게 유죄를 선고함으로써 판결에 영향을 미친 위법을 범하였고, 둘째, 원심의 형량이 너무 무거워서 부당하다는 데 있다. 그러므로 먼저 위 폭력행위의 점에 관한 사실오인의 항소이유에","형법 제352조 , 제347조 제1항",없음,"부동산, 주택, 아파트, 매수, 소유권이전, 등기, 명의신탁, 폭력행위, 상해, 사기, 기망, 편취",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=227489,criminal_fraud,형법 제347조 사기죄,criminal_fraud|형법 제347조 사기죄; civil_fraud_duress|민법 제110조 사기·강박에 의한 의사표시; civil_sale_effect|민법 제568조 매매의 효력
636,CASE_2007_00636,"2006나673,2006나680(병합)",근저당권설정등기등·사해행위취소,광주고등법원,2007-03-29,민사,판결,2심,일부인용,"주 문】 1. 제1심 판결을 아래와 같이 변경한다. 가. 별지 부동산목록 기재 4 부동산에 관하여 소외 2 주식회사와 피고 사이에 2005. 9. 22. 체결된 매매계약은 4억 원의 한도 내에서 이를 취소한다. 나. 피고는 원고에게 4억 원 및 이에 대하여 이 판결 확정 다음날부터 다 갚는 날까지 연 5%의 비율에 의한 돈을 지급하라. 다. 원고의 나머지 청구를 기각한다. 2. 소송총비용 중 60%는 원고가, 40%는 피고가 부담한다. 【청구취지 및 항소취지】 1. 청구취지 별지 부동산목록 기재 4 부동산(이하 ‘이 사건 건물’이라고 한다)에 관하여 소외 2 주식회사","이다)는 2003. 11. 5. 소외 1 유한회사 및 그 대표이사인 소외 5와의 사이에, 소외 1 유한회사가 원고에 대하여 현재 및 장래에 부담하는 모든 채무를 담보하기 위해 소외 1 유한회사 소유의 별지 부동산목록 기재 3 부동산, 소외 5 소유의 별지 부동산목록 기재 1, 2 부동산(이하 위 각 부동산을 모두 합하여 ‘이 사건 토지’라고 한다)에 관하여 채권최고액이 16억 원인 근저당권설정계약을 체결하고, 같은 날 이 사건 토지에 관하여 채권최고액을 16억 원, 채무자를 소외 1 유한회사, 근저당권자를 원고로 하는 근저당권설정등기를 마쳤다. 나. 그 후 원고는 소외 1 유한회사와의 사이에 2건의 여신거래약정을 체결하고 1억 5천만 원",원문 참조,없음,"부동산, 토지, 임야, 건물, 매매, 매매계약, 매매대금, 계약금, 중도금, 잔금, 소유권이전, 소유권보존",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=143359,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
